A  -  1449 ocorrências
FILE  -  2 ocorrências
FILES  -  2 ocorrências
FILIAL  -  1 ocorrências
FILL  -  5 ocorrências
FILLED  -  24 ocorrências
FILLS  -  5 ocorrências
FILM  -  2 ocorrências
FILTHY  -  5 ocorrências
FINAL  -  2 ocorrências
FINALLY  -  2 ocorrências
FINANCIAL  -  1 ocorrências
FIND  -  23 ocorrências
FINDING  -  8 ocorrências
FINDS  -  1 ocorrências
FINE  -  6 ocorrências
FINEST  -  1 ocorrências
FINGER  -  2 ocorrências
FINGERS  -  5 ocorrências
FINISH  -  4 ocorrências
FINISHED  -  8 ocorrências
FIRE  -  26 ocorrências
FIRED  -  3 ocorrências
FIRESIDES  -  1 ocorrências
FIRING  -  2 ocorrências
FIRM  -  7 ocorrências
FIRMEST  -  1 ocorrências
FIRMLY  -  3 ocorrências
FIRMNESS  -  4 ocorrências
FIRST  -  108 ocorrências
FISH  -  3 ocorrências
FISHERMEN  -  3 ocorrências
FISHERS  -  1 ocorrências
FISHING  -  5 ocorrências
FIT  -  7 ocorrências
FITNESS  -  2 ocorrências
FITS  -  3 ocorrências
FITTED  -  3 ocorrências
FITTER  -  1 ocorrências
FITTING  -  1 ocorrências
FIVE  -  10 ocorrências
FIX  -  4 ocorrências
FIXED  -  24 ocorrências
FIXING  -  3 ocorrências
FLAGRANT  -  1 ocorrências
FLAME  -  1 ocorrências
FLAMES  -  2 ocorrências
FLANNEL  -  1 ocorrências
FLASH  -  3 ocorrências
FLASHED  -  1 ocorrências
FLASHES  -  2 ocorrências
FLAT  -  1 ocorrências
FLED  -  12 ocorrências
FLESH  -  4 ocorrências
FLEW  -  1 ocorrências
FLIGHT  -  4 ocorrências
FLIT  -  2 ocorrências
FLITTED  -  1 ocorrências
FLOAT  -  1 ocorrências
FLOATED  -  2 ocorrências
FLOATING  -  1 ocorrências
FLOOD  -  1 ocorrências
FLOOR  -  3 ocorrências
FLORINS  -  1 ocorrências
FLOUNDERING  -  1 ocorrências
FLOURISHED  -  1 ocorrências
FLOURISHING  -  2 ocorrências
FLOW  -  3 ocorrências
FLOWED  -  4 ocorrências
FLOWER  -  1 ocorrências
FLOWERS  -  5 ocorrências
FLOWERY  -  1 ocorrências
FLOWING  -  1 ocorrências
FLOWS  -  1 ocorrências
FLUCTUATE  -  1 ocorrências
FLUCTUATING  -  2 ocorrências
FLUNG  -  2 ocorrências
FLUSHED  -  2 ocorrências
FLY  -  7 ocorrências
FLYING  -  2 ocorrências
FOE  -  3 ocorrências
FOES  -  1 ocorrências
FOG  -  1 ocorrências
FOLDINGS  -  1 ocorrências
FOLDS  -  2 ocorrências
FOLIAGE  -  2 ocorrências
FOLKS  -  1 ocorrências
FOLLOW  -  11 ocorrências
FOLLOWED  -  22 ocorrências
FOLLOWERS  -  1 ocorrências
FOLLOWING  -  11 ocorrências
FOLLOWS  -  1 ocorrências
FOLLY  -  2 ocorrências
FOND  -  6 ocorrências
FONDLY  -  2 ocorrências
FONDNESS  -  2 ocorrências
FOOD  -  27 ocorrências
FOOL  -  1 ocorrências
FOOLISH  -  1 ocorrências
FOOT  -  5 ocorrências
FOOTED  -  1 ocorrências
FOOTSTEPS  -  2 ocorrências
FOR  -  524 ocorrências
FORBEAR  -  2 ocorrências
FORBID  -  2 ocorrências
FORBIDDEN  -  3 ocorrências
FORCE  -  6 ocorrências
FORCED  -  9 ocorrências
FORCES  -  2 ocorrências
FORCIBLE  -  1 ocorrências
FORCIBLY  -  3 ocorrências
FORCING  -  1 ocorrências
FOREBODINGS  -  2 ocorrências
FOREHEAD  -  1 ocorrências
FOREIGN  -  2 ocorrências
FORESAW  -  1 ocorrências
FOREST  -  5 ocorrências
FORESTS  -  1 ocorrências
FORETASTE  -  1 ocorrências
FORGET  -  10 ocorrências
FORGETFULNESS  -  3 ocorrências
FORGETTING  -  1 ocorrências
FORGIVE  -  4 ocorrências
FORGO  -  1 ocorrências
FORGOT  -  2 ocorrências
FORGOTTEN  -  4 ocorrências
FORKED  -  1 ocorrências
FORM  -  31 ocorrências
FORMAT  -  4 ocorrências
FORMATION  -  1 ocorrências
FORMATS  -  2 ocorrências
FORMED  -  21 ocorrências
FORMER  -  14 ocorrências
FORMERLY  -  5 ocorrências
FORMIDABLE  -  1 ocorrências
FORMS  -  10 ocorrências
FORSAKEN  -  1 ocorrências
FORSAKES  -  1 ocorrências
FORT  -  1 ocorrências
FORTH  -  27 ocorrências
FORTIFICATIONS  -  1 ocorrências
FORTIFY  -  1 ocorrências
FORTITUDE  -  5 ocorrências
FORTNIGHT  -  5 ocorrências
FORTUNATE  -  7 ocorrências
FORTUNATELY  -  3 ocorrências
FORTUNE  -  9 ocorrências
FORTUNES  -  1 ocorrências
FORWARD  -  14 ocorrências
FOSTER  -  1 ocorrências
FOSTERAGE  -  1 ocorrências
FOUGHT  -  1 ocorrências
FOUND  -  90 ocorrências
FOUNDATION  -  25 ocorrências
FOUNDATIONS  -  3 ocorrências
FOUNDED  -  2 ocorrências
FOUNDERS  -  1 ocorrências
FOUNTAIN  -  1 ocorrências
FOUR  -  4 ocorrências
FOURTEEN  -  1 ocorrências
FRAGMENT  -  2 ocorrências
FRAIL  -  1 ocorrências
FRAME  -  14 ocorrências
FRAMED  -  1 ocorrências
FRANCE  -  5 ocorrências
FRANK  -  1 ocorrências
FRANKENSTEIN  -  32 ocorrências
FRANKNESS  -  1 ocorrências
FRANTIC  -  1 ocorrências
FRAUD  -  1 ocorrências
FRAUGHT  -  1 ocorrências
FREE  -  28 ocorrências
FREED  -  4 ocorrências
FREEDOM  -  3 ocorrências
FREELY  -  5 ocorrências
FREEZING  -  1 ocorrências
FREMENTI  -  1 ocorrências
FRENCH  -  6 ocorrências
FRENCHWOMAN  -  1 ocorrências
FRENZY  -  3 ocorrências
FREQUENT  -  3 ocorrências
FREQUENTLY  -  5 ocorrências
FRESH  -  11 ocorrências
FRETTING  -  1 ocorrências
FRIEND  -  71 ocorrências
FRIENDLESS  -  2 ocorrências
FRIENDS  -  54 ocorrências
FRIENDSHIP  -  7 ocorrências
FRIGHTENED  -  3 ocorrências
FRIGHTFUL  -  13 ocorrências
FRINGED  -  2 ocorrências
FROGS  -  1 ocorrências
FROM  -  400 ocorrências
FRONTIERS  -  1 ocorrências
FROST  -  5 ocorrências
FROSTS  -  1 ocorrências
FROSTY  -  1 ocorrências
FROWNING  -  1 ocorrências
FROWNS  -  1 ocorrências
FROZEN  -  4 ocorrências
FRUITLESS  -  1 ocorrências
FRUITLESSLY  -  1 ocorrências
FUEL  -  2 ocorrências
FUGITIVES  -  1 ocorrências
FULFIL  -  7 ocorrências
FULFILLED  -  7 ocorrências
FULFILLING  -  1 ocorrências
FULFILMENT  -  3 ocorrências
FULL  -  31 ocorrências
FULLY  -  3 ocorrências
FUNCTIONS  -  2 ocorrências
FUND  -  1 ocorrências
FUNDRAISING  -  1 ocorrências
FUNERAL  -  4 ocorrências
FURIES  -  1 ocorrências
FURIOUS  -  2 ocorrências
FURIOUSLY  -  1 ocorrências
FURNISHED  -  1 ocorrências
FURNITURE  -  2 ocorrências
FURS  -  2 ocorrências
FURTHER  -  4 ocorrências
FURTHERANCE  -  1 ocorrências
FURY  -  6 ocorrências
FUTILE  -  1 ocorrências
FUTILITY  -  1 ocorrências
FUTURE  -  21 ocorrências
FUTURITY  -  1 ocorrências
GAIETY  -  3 ocorrências
GAIN  -  8 ocorrências
GAINED  -  13 ocorrências
GAIT  -  1 ocorrências
GALE  -  1 ocorrências
GALES  -  2 ocorrências
GALL  -  2 ocorrências
GALLANT  -  2 ocorrências
GALLERY  -  1 ocorrências
GALVANISM  -  1 ocorrências
GAME  -  1 ocorrências
GAOLERS  -  1 ocorrências
GARB  -  2 ocorrências
GARDEN  -  10 ocorrências
GARDENER  -  1 ocorrências
GARDENS  -  1 ocorrências
GASPED  -  1 ocorrências
GATES  -  5 ocorrências
GATHER  -  2 ocorrências
GATHERED  -  5 ocorrências
GAUNT  -  1 ocorrências
GAVE  -  32 ocorrências
GAY  -  7 ocorrências
GAZE  -  1 ocorrências
GAZED  -  11 ocorrências
GAZES  -  1 ocorrências
GAZING  -  4 ocorrências
GBNEWBY  -  1 ocorrências
GENERAL  -  9 ocorrências
GENERALLY  -  6 ocorrências
GENERATION  -  2 ocorrências
GENERATIONS  -  3 ocorrências
GENEROSITY  -  2 ocorrências
GENEROUS  -  6 ocorrências
GENEVA  -  36 ocorrências
GENEVAN  -  1 ocorrências
GENEVESE  -  1 ocorrências
GENIAL  -  2 ocorrências
GENIUS  -  6 ocorrências
GENTLE  -  35 ocorrências
GENTLEMAN  -  2 ocorrências
GENTLENESS  -  10 ocorrências
GENTLY  -  2 ocorrências
GEOGRAPHY  -  2 ocorrências
GERMAN  -  1 ocorrências
GERMANS  -  1 ocorrências
GERMANY  -  3 ocorrências
GESTICULATIONS  -  1 ocorrências
GESTURE  -  2 ocorrências
GESTURES  -  3 ocorrências
GET  -  3 ocorrências
GETTING  -  1 ocorrências
GHASTLY  -  3 ocorrências
GHOSTS  -  1 ocorrências
GIANT  -  1 ocorrências
GIBE  -  1 ocorrências
GIFT  -  3 ocorrências
GIGANTIC  -  6 ocorrências
GILDED  -  1 ocorrências
GIRL  -  28 ocorrências
GIVE  -  24 ocorrências
GIVEN  -  18 ocorrências
GIVER  -  1 ocorrências
GIVES  -  6 ocorrências
GIVING  -  4 ocorrências
GLACIER  -  5 ocorrências
GLACIERS  -  3 ocorrências
GLAD  -  5 ocorrências
GLADLY  -  1 ocorrências
GLADNESS  -  3 ocorrências
GLANCE  -  5 ocorrências
GLARED  -  1 ocorrências
GLARING  -  1 ocorrências
GLENS  -  1 ocorrências
GLIDE  -  1 ocorrências
GLIDED  -  1 ocorrências
GLIMMER  -  2 ocorrências
GLIMMERING  -  1 ocorrências
GLIMMERS  -  1 ocorrências
GLIMPSE  -  1 ocorrências
GLITTERING  -  3 ocorrências
GLOBE  -  2 ocorrências
GLOOM  -  11 ocorrências
GLOOMILY  -  1 ocorrências
GLOOMY  -  10 ocorrências
GLORIED  -  1 ocorrências
GLORIOUS  -  6 ocorrências
GLORY  -  7 ocorrências
GLOW  -  1 ocorrências
GLOWED  -  1 ocorrências
GLOWING  -  1 ocorrências
GLUT  -  2 ocorrências
GLUTTED  -  1 ocorrências
GNASHED  -  3 ocorrências
GNASHES  -  1 ocorrências
GNASHING  -  1 ocorrências
GO  -  19 ocorrências
GOALS  -  1 ocorrências
GOD  -  22 ocorrências
GODLIKE  -  3 ocorrências
GODS  -  1 ocorrências
GODWIN  -  4 ocorrências
GOING  -  8 ocorrências
GOLD  -  1 ocorrências
GOLDEN  -  1 ocorrências
GONE  -  13 ocorrências
GOOD  -  37 ocorrências
GOODNESS  -  4 ocorrências
GORING  -  1 ocorrências
GOSPEL  -  1 ocorrências
GOSSIP  -  1 ocorrências
GOVERN  -  1 ocorrências
GOVERNED  -  1 ocorrências
GOVERNING  -  1 ocorrências
GOVERNMENT  -  4 ocorrências
GOVERNMENTS  -  3 ocorrências
GRACE  -  3 ocorrências
GRACEFUL  -  1 ocorrências
GRADES  -  1 ocorrências
GRADUALLY  -  6 ocorrências
GRAND  -  4 ocorrências
GRANDEUR  -  2 ocorrências
GRANT  -  3 ocorrências
GRANTED  -  1 ocorrências
GRAPPLE  -  1 ocorrências
GRAPPLING  -  1 ocorrências
GRASP  -  9 ocorrências
GRASPED  -  4 ocorrências
GRASPING  -  1 ocorrências
GRASS  -  5 ocorrências
GRATE  -  1 ocorrências
GRATED  -  1 ocorrências
GRATEFUL  -  3 ocorrências
GRATEFULLY  -  1 ocorrências
GRATIFICATION  -  3 ocorrências
GRATIFIED  -  2 ocorrências
GRATIFY  -  1 ocorrências
GRATIFYING  -  1 ocorrências
GRATITUDE  -  8 ocorrências
GRAVE  -  7 ocorrências
GRAVES  -  2 ocorrências
GRAVESEND  -  1 ocorrências
GRE  -  1 ocorrências
GREAT  -  50 ocorrências
GREATER  -  25 ocorrências
GREATEST  -  27 ocorrências
GREATLY  -  12 ocorrências
GREATNESS  -  1 ocorrências
GRECIANS  -  1 ocorrências
GREECE  -  2 ocorrências
GREEDILY  -  2 ocorrências
GREEK  -  2 ocorrências
GREEKS  -  1 ocorrências
GREEN  -  5 ocorrências
GREENLAND  -  1 ocorrências
GREENWICH  -  1 ocorrências
GREETING  -  1 ocorrências
GREGORY  -  1 ocorrências
GREW  -  6 ocorrências
GREY  -  2 ocorrências
GRIEF  -  28 ocorrências
GRIEFS  -  1 ocorrências
GRIEVE  -  1 ocorrências
GRIEVED  -  2 ocorrências
GRIEVOUSLY  -  1 ocorrências
GRIN  -  3 ocorrências
GROAN  -  2 ocorrências
GROANED  -  2 ocorrências
GROANS  -  5 ocorrências
GROSS  -  1 ocorrências
GROUND  -  26 ocorrências
GROUNDWORK  -  1 ocorrências
GROUP  -  3 ocorrências
GROVEL  -  1 ocorrências
GROW  -  1 ocorrências
GROWN  -  1 ocorrências
GROWTH  -  2 ocorrências
GRUDGE  -  1 ocorrências
GRUFF  -  1 ocorrências
GUARDED  -  2 ocorrências
GUARDIAN  -  2 ocorrências
GUARDIANS  -  1 ocorrências
GUARDS  -  1 ocorrências
GUESS  -  3 ocorrências
GUESSED  -  2 ocorrências
GUESSING  -  1 ocorrências
GUEST  -  8 ocorrências
GUIDANCE  -  1 ocorrências
GUIDE  -  6 ocorrências
GUIDED  -  5 ocorrências
GUIDING  -  2 ocorrências
GUILE  -  1 ocorrências
GUILT  -  10 ocorrências
GUILTLESS  -  5 ocorrências
GUILTLESSNESS  -  1 ocorrências
GUILTY  -  11 ocorrências
GUISE  -  2 ocorrências
GUITAR  -  4 ocorrências
GUN  -  2 ocorrências
GURGLING  -  1 ocorrências
GUSH  -  3 ocorrências
GUSHED  -  2 ocorrências
GUTENBERG  -  93 ocorrências
HABIT  -  2 ocorrências
HABITABLE  -  1 ocorrências
HABITATION  -  5 ocorrências
HABITATIONS  -  2 ocorrências
HABITS  -  4 ocorrências
HAD  -  686 ocorrências
HADST  -  1 ocorrências
HAGGARD  -  1 ocorrências
HAIL  -  1 ocorrências
HAILED  -  4 ocorrências
HAINES  -  2 ocorrências
HAIR  -  8 ocorrências
HAIRS  -  3 ocorrências
HALF  -  22 ocorrências
HALFWAY  -  1 ocorrências
HALL  -  1 ocorrências
HALO  -  1 ocorrências
HAMLET  -  1 ocorrências
HAMPDEN  -  1 ocorrências
HAND  -  26 ocorrências
HANDED  -  1 ocorrências
HANDKERCHIEF  -  1 ocorrências
HANDLE  -  1 ocorrências
HANDS  -  38 ocorrências
HANDSOME  -  1 ocorrências
HANDWRITING  -  2 ocorrências
HANGING  -  7 ocorrências
HANGMAN  -  1 ocorrências
HANGS  -  1 ocorrências
HANNINEN  -  2 ocorrências
HAPLESS  -  2 ocorrências
HAPPEN  -  2 ocorrências
HAPPENED  -  9 ocorrências
HAPPENING  -  1 ocorrências
HAPPIER  -  4 ocorrências
HAPPILY  -  2 ocorrências
HAPPINESS  -  49 ocorrências
HAPPY  -  46 ocorrências
HARBOUR  -  3 ocorrências
HARD  -  10 ocorrências
HARDEN  -  1 ocorrências
HARDENED  -  1 ocorrências
HARDER  -  1 ocorrências
HARDLY  -  27 ocorrências
HARDSHIP  -  2 ocorrências
HARDSHIPS  -  5 ocorrências
HARDY  -  2 ocorrências
HARE  -  1 ocorrências
HAREM  -  1 ocorrências
HARM  -  1 ocorrências
HARMLESS  -  6 ocorrências
HARMONY  -  3 ocorrências
HARNESSED  -  1 ocorrências
HARROWING  -  2 ocorrências
HARSH  -  7 ocorrências
HART  -  2 ocorrências
HARVEST  -  1 ocorrências
HAS  -  66 ocorrências
HAST  -  1 ocorrências
HASTE  -  1 ocorrências
HASTEN  -  8 ocorrências
HASTENED  -  9 ocorrências
HASTILY  -  5 ocorrências
HASTY  -  2 ocorrências
HATE  -  9 ocorrências
HATED  -  6 ocorrências
HATEFUL  -  5 ocorrências
HATRED  -  14 ocorrências
HAUGHTY  -  1 ocorrências
HAUNT  -  1 ocorrências
HAUNTED  -  6 ocorrências
HAVE  -  370 ocorrências
HAVING  -  25 ocorrências
HAVOC  -  1 ocorrências
HAVRE  -  1 ocorrências
HAY  -  1 ocorrências
HAZARD  -  1 ocorrências
HE  -  611 ocorrências
HEAD  -  25 ocorrências
HEAL  -  1 ocorrências
HEALED  -  1 ocorrências
HEALTH  -  19 ocorrências
HEAR  -  20 ocorrências
HEARD  -  62 ocorrências
HEARER  -  1 ocorrências
HEARERS  -  1 ocorrências
HEARING  -  6 ocorrências
HEART  -  81 ocorrências
HEARTED  -  1 ocorrências
HEARTFELT  -  2 ocorrências
HEARTILY  -  1 ocorrências
HEARTLESS  -  2 ocorrências
HEARTS  -  4 ocorrências
HEAT  -  7 ocorrências
HEATH  -  1 ocorrências
HEATHS  -  2 ocorrências
HEATLESS  -  1 ocorrências
HEAVEN  -  22 ocorrências
HEAVENLY  -  4 ocorrências
HEAVENS  -  16 ocorrências
HEAVIER  -  1 ocorrências
HEAVILY  -  3 ocorrências
HEAVING  -  1 ocorrências
HEAVY  -  5 ocorrências
HEDGES  -  1 ocorrências
HEED  -  1 ocorrências
HEEDED  -  1 ocorrências
HEIGHT  -  4 ocorrências
HELD  -  8 ocorrências
HELL  -  10 ocorrências
HELLISH  -  7 ocorrências
HELP  -  8 ocorrências
HELPED  -  1 ocorrências
HELPLESS  -  4 ocorrências
HELPLESSNESS  -  1 ocorrências
HEMISPHERE  -  1 ocorrências
HENCE  -  1 ocorrências
HENCEFORTH  -  1 ocorrências
HENRY  -  26 ocorrências
HER  -  373 ocorrências
HERB  -  2 ocorrências
HERBAGE  -  2 ocorrências
HERD  -  1 ocorrências
HERDS  -  1 ocorrências
HERE  -  35 ocorrências
HEREAFTER  -  2 ocorrências
HERO  -  1 ocorrências
HEROES  -  4 ocorrências
HEROIC  -  2 ocorrências
HEROICAL  -  1 ocorrências
HEROISM  -  2 ocorrências
HERS  -  3 ocorrências
HERSELF  -  14 ocorrências
HESITATE  -  1 ocorrências
HESITATED  -  4 ocorrências
HID  -  9 ocorrências
HIDDEN  -  2 ocorrências
HIDE  -  7 ocorrências
HIDEOUS  -  11 ocorrências
HIDEOUSLY  -  1 ocorrências
HIDEOUSNESS  -  2 ocorrências
HIDES  -  1 ocorrências
HIDING  -  8 ocorrências
HIGH  -  19 ocorrências
HIGHER  -  5 ocorrências
HIGHEST  -  4 ocorrências
HIGHLANDS  -  2 ocorrências
HIGHLY  -  4 ocorrências
HILARITY  -  2 ocorrências
HILL  -  2 ocorrências
HILLS  -  12 ocorrências
HIM  -  222 ocorrências
HIMSELF  -  37 ocorrências
HINDRANCE  -  1 ocorrências
HINGES  -  1 ocorrências
HIRE  -  1 ocorrências
HIRED  -  7 ocorrências
HIS  -  535 ocorrências
HISTORICAL  -  1 ocorrências
HISTORIES  -  2 ocorrências
HISTORY  -  19 ocorrências
HITHERTO  -  12 ocorrências
HOARSE  -  1 ocorrências
HOARSER  -  1 ocorrências
HOLD  -  8 ocorrências
HOLDER  -  4 ocorrências
HOLDING  -  1 ocorrências
HOLDS  -  1 ocorrências
HOLIDAY  -  1 ocorrências
HOLLAND  -  1 ocorrências
HOLY  -  1 ocorrências
HOME  -  23 ocorrências
HOMELESS  -  1 ocorrências
HOMER  -  1 ocorrências
HOMEWARD  -  1 ocorrências
HONEST  -  1 ocorrências
HONOUR  -  11 ocorrências
HONOURABLE  -  2 ocorrências
HONOURED  -  1 ocorrências
HOPE  -  51 ocorrências
HOPED  -  9 ocorrências
HOPELESS  -  3 ocorrências
HOPES  -  23 ocorrências
HOPING  -  2 ocorrências
HORIZON  -  6 ocorrências
HORRIBLE  -  15 ocorrências
HORRID  -  5 ocorrências
HORROR  -  45 ocorrências
HORRORS  -  6 ocorrências
HORSEBACK  -  2 ocorrências
HORSES  -  3 ocorrências
HOSPITALITY  -  1 ocorrências
HOST  -  1 ocorrências
HOT  -  1 ocorrências
HOUR  -  25 ocorrências
HOURS  -  34 ocorrências
HOUSE  -  40 ocorrências
HOUSEHOLD  -  1 ocorrências
HOUSES  -  4 ocorrências
HOVEL  -  14 ocorrências
HOVELS  -  1 ocorrências
HOVER  -  1 ocorrências
HOVERED  -  1 ocorrências
HOVERS  -  1 ocorrências
HOW  -  98 ocorrências
HOWEVER  -  33 ocorrências
HOWL  -  1 ocorrências
HOWLINGS  -  1 ocorrências
HTML  -  2 ocorrências
HTTP  -  8 ocorrências
HUE  -  1 ocorrências
HUGE  -  2 ocorrências
HUMAN  -  58 ocorrências
HUMANE  -  1 ocorrências
HUMANITY  -  6 ocorrências
HUMANKIND  -  2 ocorrências
HUMID  -  1 ocorrências
HUMOUR  -  2 ocorrências
HUNDRED  -  3 ocorrências
HUNDREDFOLD  -  1 ocorrências
HUNDREDS  -  1 ocorrências
HUNDREDTH  -  1 ocorrências
HUNG  -  6 ocorrências
HUNGER  -  12 ocorrências
HUNGRY  -  2 ocorrências
HUNT  -  1 ocorrências
HUNTED  -  1 ocorrências
HURRICANE  -  1 ocorrências
HURRIED  -  7 ocorrências
HURRIES  -  1 ocorrências
HURRY  -  2 ocorrências
HURT  -  1 ocorrências
HUSBAND  -  2 ocorrências
HUSHED  -  2 ocorrências
HUT  -  5 ocorrências
HUTS  -  2 ocorrências
HYPERTEXT  -  1 ocorrências
HYPOCRITICAL  -  1 ocorrências
HYSTERICS  -  1 ocorrências
I  -  2850 ocorrências
ICE  -  43 ocorrências
ICES  -  2 ocorrências
ICY  -  3 ocorrências
IDEA  -  33 ocorrências
IDEAL  -  1 ocorrências
IDEAS  -  14 ocorrências
IDENTIFICATION  -  1 ocorrências
IDENTIFY  -  2 ocorrências
IDLE  -  3 ocorrências
IDLENESS  -  3 ocorrências
IDLER  -  1 ocorrências
IDOL  -  1 ocorrências
IF  -  214 ocorrências
IGNOBLE  -  1 ocorrências
IGNOMINIOUS  -  1 ocorrências
IGNOMINY  -  4 ocorrências
IGNORANCE  -  4 ocorrências
IGNORANT  -  10 ocorrências
IGNORANTLY  -  1 ocorrências
ILL  -  20 ocorrências
ILLITERATE  -  1 ocorrências
ILLNESS  -  9 ocorrências
ILLUMINATE  -  2 ocorrências
ILLUMINATED  -  2 ocorrências
ILLUMINATING  -  1 ocorrências
ILLUSTRATE  -  1 ocorrências
ILLUSTRATED  -  1 ocorrências
ILLUSTRIOUS  -  2 ocorrências
IMAGE  -  5 ocorrências
IMAGED  -  1 ocorrências
IMAGES  -  4 ocorrências
IMAGINARY  -  2 ocorrências
IMAGINATION  -  23 ocorrências
IMAGINATIONS  -  3 ocorrências
IMAGINATIVE  -  1 ocorrências
IMAGINE  -  4 ocorrências
IMAGINED  -  9 ocorrências
IMBIBED  -  2 ocorrências
IMBUED  -  4 ocorrências
IMITATE  -  3 ocorrências
IMITATION  -  2 ocorrências
IMMACULATE  -  1 ocorrências
IMMEASURABLE  -  1 ocorrências
IMMEASURABLY  -  1 ocorrências
IMMEDIATE  -  9 ocorrências
IMMEDIATELY  -  7 ocorrências
IMMENSE  -  7 ocorrências
IMMENSITY  -  1 ocorrências
IMMERSED  -  1 ocorrências
IMMINENT  -  2 ocorrências
IMMODERATE  -  1 ocorrências
IMMORTAL  -  1 ocorrências
IMMORTALITY  -  1 ocorrências
IMMURED  -  2 ocorrências
IMMUTABLE  -  3 ocorrências
IMPARTED  -  1 ocorrências
IMPARTING  -  1 ocorrências
IMPASSABLE  -  1 ocorrências
IMPASSIVE  -  1 ocorrências
IMPATIENCE  -  3 ocorrências
IMPATIENT  -  4 ocorrências
IMPATIENTLY  -  1 ocorrências
IMPEDIMENT  -  1 ocorrências
IMPEDIMENTS  -  1 ocorrências
IMPELLED  -  2 ocorrências
IMPEND  -  1 ocorrências
IMPENDING  -  2 ocorrências
IMPENETRABLE  -  3 ocorrências
IMPERATIVELY  -  1 ocorrências
IMPERCEPTIBLE  -  1 ocorrências
IMPERFECT  -  2 ocorrências
IMPERIAL  -  1 ocorrências
IMPERIOUS  -  1 ocorrências
IMPERTINENT  -  1 ocorrências
IMPERVIOUS  -  1 ocorrências
IMPETUOUS  -  1 ocorrências
IMPLEMENTS  -  1 ocorrências
IMPLIED  -  2 ocorrências
IMPLORES  -  1 ocorrências
IMPLY  -  1 ocorrências
IMPORTANCE  -  1 ocorrências
IMPORTANT  -  2 ocorrências
IMPOSED  -  2 ocorrências
IMPOSING  -  1 ocorrências
IMPOSSIBILITIES  -  1 ocorrências
IMPOSSIBILITY  -  1 ocorrências
IMPOSSIBLE  -  8 ocorrências
IMPOTENCE  -  2 ocorrências
IMPOTENT  -  2 ocorrências
IMPRACTICABILITY  -  1 ocorrências
IMPRACTICABLE  -  1 ocorrências
IMPRECATE  -  1 ocorrências
IMPRECATIONS  -  1 ocorrências
IMPRESS  -  2 ocorrências
IMPRESSED  -  8 ocorrências
IMPRESSION  -  3 ocorrências
IMPRESSIONS  -  1 ocorrências
IMPRESSIVE  -  1 ocorrências
IMPRINTED  -  2 ocorrências
IMPRISONMENT  -  1 ocorrências
IMPROBABLE  -  1 ocorrências
IMPROVED  -  8 ocorrências
IMPROVEMENT  -  5 ocorrências
IMPROVEMENTS  -  3 ocorrências
IMPRUDENCE  -  1 ocorrências
IMPRUDENTLY  -  1 ocorrências
IMPULSE  -  5 ocorrências
IMPULSES  -  3 ocorrências
IN  -  1186 ocorrências
INACCESSIBLE  -  4 ocorrências
INACCURATE  -  1 ocorrências
INACTION  -  2 ocorrências
INADEQUATE  -  1 ocorrências
INANIMATE  -  4 ocorrências
INAPPLICABLE  -  1 ocorrências
INARTICULATE  -  2 ocorrências
INASMUCH  -  1 ocorrências
INCALCULABLE  -  1 ocorrências
INCANTATIONS  -  1 ocorrências
INCAPABLE  -  4 ocorrências
INCESSANTLY  -  2 ocorrências
INCIDENT  -  5 ocorrências
INCIDENTAL  -  1 ocorrências
INCIDENTS  -  6 ocorrências
INCIPIENT  -  1 ocorrências
INCITEMENT  -  1 ocorrências
INCITING  -  1 ocorrências
INCLEMENCY  -  2 ocorrências
INCLINATION  -  1 ocorrências
INCLINATIONS  -  2 ocorrências
INCLINE  -  1 ocorrências
INCLINED  -  2 ocorrências
INCLUDE  -  2 ocorrências
INCLUDED  -  4 ocorrências
INCLUDES  -  2 ocorrências
INCLUDING  -  10 ocorrências
INCOHERENT  -  2 ocorrências
INCOMMODED  -  1 ocorrências
INCOMPLETE  -  3 ocorrências
INCONCEIVABLE  -  2 ocorrências
INCONSIDERATE  -  1 ocorrências
INCONSTANT  -  2 ocorrências
INCONVENIENCE  -  1 ocorrências
INCONVENIENCES  -  1 ocorrências
INCREASE  -  6 ocorrências
INCREASED  -  12 ocorrências
INCREASES  -  1 ocorrências
